geo_unit,Solo Adult,Adult Couple,Adult multi-house,Adult with Children,Couple with Children,Adults with Children
TEMP010241,44,35,9,21,46,6
TEMP010242,36,26,8,27,43,5
TEMP010243,42,27,8,25,39,7
TEMP010244,30,25,14,17,40,12
TEMP010245,46,28,14,24,42,6
TEMP010246,39,36,11,19,40,10
TEMP010247,27,26,14,17,44,10
TEMP010248,39,26,9,14,50,7
TEMP010249,32,27,13,19,47,5
TEMP010250,41,31,16,22,37,7
TEMP010251,40,37,9,23,41,6
TEMP010252,43,34,12,21,37,8
TEMP010253,31,42,8,26,38,6
TEMP010254,31,34,8,27,41,5
TEMP010255,39,42,8,22,42,6
TEMP010256,37,35,12,23,46,5
TEMP010257,32,37,11,25,41,4
TEMP010258,51,45,4,20,38,6
TEMP010259,37,33,10,17,47,7
TEMP010260,42,33,9,32,39,5
TEMP010261,39,34,11,24,36,9
TEMP010262,38,31,10,18,44,8
TEMP010263,31,29,5,33,40,8
TEMP010264,42,26,14,18,46,6
TEMP010265,38,30,10,17,50,6
TEMP010266,34,32,9,18,44,6
TEMP010267,39,35,4,24,46,5
TEMP010268,41,43,5,26,42,4
TEMP010269,38,38,11,21,31,10
TEMP010270,45,36,10,18,42,9
TEMP010271,33,34,9,19,44,6
TEMP010272,39,36,10,21,41,7
TEMP010273,33,30,15,21,42,7
TEMP010274,38,34,13,17,46,7
TEMP010275,31,35,9,19,44,8
TEMP010276,27,34,15,19,46,5
TEMP010277,46,39,10,24,41,6
TEMP010278,32,23,16,15,49,7
TEMP010279,44,33,7,22,45,5
TEMP010280,36,33,11,19,41,11
TEMP010281,24,45,12,37,36,4
TEMP010282,42,30,12,21,38,8
TEMP010283,35,26,11,23,39,8
TEMP010284,36,29,10,19,39,9
TEMP010285,41,38,9,18,37,14
TEMP010286,28,37,8,15,44,12
TEMP010287,37,40,11,15,45,4
TEMP010288,46,32,13,22,35,10
TEMP010289,26,31,10,21,47,8
TEMP010290,34,39,9,30,35,9
TEMP010291,46,33,16,19,44,4
TEMP010292,40,37,13,16,48,2
TEMP010293,39,37,11,14,42,10
TEMP010294,37,28,9,24,48,5
TEMP010295,38,39,7,22,41,10
TEMP010296,47,36,7,25,35,13
TEMP010297,43,37,9,15,45,7
TEMP010298,47,37,11,17,45,7
TEMP010299,28,38,8,18,45,9
TEMP010300,23,33,12,25,42,7
TEMP010301,36,34,15,22,35,5
TEMP010302,29,32,13,24,38,7
TEMP010303,29,33,14,9,48,8
TEMP010304,38,25,12,22,43,7
TEMP010305,29,37,8,17,42,11
TEMP010306,39,34,11,21,45,9
TEMP010307,32,37,11,22,43,6
TEMP010308,26,36,13,12,51,7
TEMP010309,20,27,11,23,49,5
TEMP010310,36,38,9,10,45,9
TEMP010311,33,34,8,18,39,10
TEMP010312,29,31,13,20,42,9
TEMP010313,39,25,16,32,34,9
TEMP010314,24,18,7,9,21,7
TEMP010315,32,25,9,23,41,9
TEMP010316,37,39,9,20,42,5
TEMP010317,46,37,10,21,42,6
TEMP010318,31,33,13,21,48,3
TEMP010319,37,26,15,22,38,12
TEMP010320,34,21,18,25,43,6
TEMP010321,16,22,6,11,27,3
TEMP010322,46,25,10,35,34,7
TEMP010323,36,27,15,29,35,8
TEMP010324,36,28,8,16,42,12
TEMP010325,35,23,12,20,39,8
TEMP010326,20,9,5,10,17,4
TEMP010327,9,16,7,14,16,3
TEMP010328,11,12,5,10,20,3
TEMP010329,10,18,7,8,16,4
TEMP010330,21,11,5,9,20,2
TEMP010331,15,10,9,7,17,5
TEMP010332,17,12,3,11,18,4
TEMP010333,22,10,4,8,22,3
TEMP010334,11,16,3,11,20,2
TEMP010335,17,13,4,8,19,4
TEMP010336,12,15,6,14,14,4
TEMP010337,13,14,5,12,19,3
TEMP010338,21,14,5,13,18,1
TEMP010339,22,16,4,11,20,1
TEMP010340,11,11,7,9,21,2
TEMP010341,20,15,5,7,14,7
TEMP010342,13,17,8,9,20,1
TEMP010343,12,14,8,10,17,5
TEMP010344,15,16,5,5,20,5
TEMP010345,8,15,3,8,22,4
TEMP010346,14,15,6,10,20,4
TEMP010347,18,11,3,11,21,2
TEMP010348,7,11,4,5,18,7
TEMP010349,13,15,8,11,16,3
TEMP010350,19,9,5,13,17,5
TEMP010351,15,20,3,11,19,1
TEMP010352,18,15,8,9,16,4
TEMP010353,27,19,5,10,16,4
TEMP010354,15,17,3,10,18,4
TEMP010355,14,15,7,7,19,3
TEMP010356,15,19,6,6,20,2
TEMP010357,13,9,6,12,20,2
TEMP010358,18,18,2,7,22,3
TEMP010359,22,13,8,9,14,3
TEMP010360,14,10,8,11,19,1
TEMP010361,14,19,6,11,21,1
TEMP010362,33,16,3,8,16,3
TEMP010363,19,13,4,9,19,3
TEMP010364,18,12,4,8,18,5
TEMP010365,14,12,6,8,20,2
TEMP010366,19,17,1,7,23,4
TEMP010367,18,17,6,10,18,2
TEMP010368,11,15,6,6,25,2
TEMP010369,22,14,3,8,23,1
TEMP010370,19,15,3,14,19,3
TEMP010371,26,9,8,9,16,4
TEMP010372,12,10,6,7,22,4
TEMP010373,8,6,5,5,20,7
TEMP010374,10,9,10,12,17,4
TEMP010375,12,12,4,11,23,2
TEMP010376,13,9,8,11,21,2
TEMP010377,12,14,4,9,23,3
TEMP010378,15,13,6,10,16,6
TEMP010379,13,20,4,7,18,6
TEMP010380,13,8,7,7,20,5
TEMP010381,16,12,3,9,21,3
TEMP010382,22,25,2,13,15,4
TEMP010383,13,8,6,9,22,4
TEMP010384,13,14,5,8,23,1
TEMP010385,16,14,8,7,21,3
TEMP010386,16,15,5,13,11,5
TEMP010387,18,11,5,10,19,3
TEMP010388,16,10,8,10,16,2
TEMP010389,19,17,1,8,19,3
TEMP010390,9,15,8,10,18,2
TEMP010391,16,11,5,10,18,5
TEMP010392,10,12,5,12,21,1
TEMP010393,18,18,2,8,23,0
TEMP010394,11,16,3,10,18,5
TEMP010395,9,11,9,8,18,5
TEMP010396,18,17,6,5,20,4
TEMP010397,13,16,4,10,20,2
TEMP010398,17,8,4,9,21,4
TEMP010399,11,15,6,16,16,1
TEMP010400,24,12,4,3,22,2
TEMP010401,19,18,3,7,20,4
TEMP010402,22,14,4,15,17,3
TEMP010403,22,12,3,12,17,3
TEMP010404,10,8,4,8,21,3
TEMP010405,17,13,7,5,20,3
TEMP010406,16,20,6,9,18,2
TEMP010407,20,17,6,7,17,4
TEMP010408,18,11,4,9,16,2
TEMP010409,16,14,4,11,19,1
TEMP010410,15,7,6,7,21,4
TEMP010411,14,16,4,11,20,4
TEMP010412,11,21,3,13,19,2
TEMP010413,22,15,5,7,21,1
TEMP010414,26,11,6,9,16,2
TEMP010415,11,17,2,4,25,3
TEMP010416,13,15,4,8,21,3
TEMP010417,16,9,8,11,17,3
TEMP010418,13,16,4,11,20,1
TEMP010419,20,15,6,12,16,2
TEMP010420,23,14,4,10,16,4
TEMP010421,16,17,3,5,19,5
TEMP010422,17,20,4,10,20,2
TEMP010423,28,18,1,7,18,3
TEMP010424,14,15,3,13,17,4
TEMP010425,15,6,9,13,16,1
TEMP010426,15,14,7,7,22,2
TEMP010427,26,15,5,6,20,4
TEMP010428,17,13,8,12,15,3
TEMP010429,16,11,7,5,22,3
TEMP010430,14,12,7,13,18,3
TEMP010431,16,16,5,6,20,5
TEMP010432,11,15,5,9,21,1
TEMP010433,16,17,6,9,17,2
TEMP010434,12,23,0,11,20,2
TEMP010435,13,6,8,8,21,3
TEMP010436,20,13,6,13,17,1
TEMP010437,22,8,6,10,23,1
TEMP010438,20,18,7,16,13,2
TEMP010439,13,17,6,16,13,1
TEMP010440,22,10,5,6,23,2
TEMP010441,21,12,5,8,20,1
TEMP010442,18,17,4,10,17,4
TEMP010443,16,14,5,8,14,7
TEMP010444,26,12,6,8,19,2
TEMP010445,14,19,3,4,18,7
TEMP010446,18,21,2,10,20,1
TEMP010447,18,10,5,10,17,6
TEMP010448,20,18,3,9,18,2
TEMP010449,19,18,5,12,16,1
TEMP010450,18,19,5,9,21,2
TEMP010451,12,10,9,9,20,2
TEMP010452,14,13,4,9,17,6
TEMP010453,16,21,5,8,22,1
TEMP010454,12,13,5,6,17,5
TEMP010455,11,12,8,13,14,6
TEMP010456,9,14,3,14,18,4
TEMP010457,13,14,5,4,21,3
TEMP010458,22,18,4,11,15,2
TEMP010459,24,19,5,7,14,5
TEMP010460,22,11,7,9,16,4
TEMP010461,23,11,3,12,16,5
TEMP010462,15,17,8,4,19,3
TEMP010463,16,11,8,8,19,3
TEMP010464,17,17,7,8,19,2
TEMP010465,16,9,8,18,14,4
TEMP010466,13,24,2,11,20,0
TEMP010467,19,16,3,9,15,7
TEMP010468,14,18,4,7,20,3
TEMP010469,25,10,6,11,16,3
TEMP010470,14,15,6,8,20,2
TEMP010471,18,12,7,4,22,5
TEMP010472,13,12,7,6,22,2
TEMP010473,18,11,3,3,22,4
TEMP010474,11,16,4,8,21,2
TEMP010475,13,14,4,10,21,1
TEMP010476,14,12,7,8,18,3
TEMP010477,17,20,2,4,19,4
TEMP010478,18,23,3,11,19,2
TEMP010479,22,20,2,7,20,3
TEMP010480,18,14,6,8,18,3
TEMP010481,19,9,5,5,20,7
TEMP010482,17,10,6,14,19,2
TEMP010483,15,21,3,6,21,1
TEMP010484,10,16,5,6,21,6
TEMP010485,16,16,7,9,20,1
TEMP010486,16,11,7,11,18,1
TEMP010487,13,16,7,7,21,2
TEMP010488,18,14,4,7,21,4
TEMP010489,7,15,5,7,23,2
TEMP010490,19,22,3,6,18,2
TEMP010491,18,17,4,9,16,3
TEMP010492,16,11,6,13,13,7
TEMP010493,26,11,4,14,16,2
TEMP010494,15,17,4,7,19,3
TEMP010495,12,16,4,8,20,5
TEMP010496,15,10,6,5,19,5
TEMP010497,16,14,3,9,24,1
TEMP010498,13,10,9,11,17,2
TEMP010499,22,19,4,10,12,6
TEMP010500,14,11,6,8,22,1
TEMP010501,13,11,7,9,20,0
TEMP010502,17,14,2,7,17,6
TEMP010503,16,14,5,10,17,2
TEMP010504,15,10,8,8,19,3
TEMP010505,9,17,6,12,15,4
TEMP010506,22,13,4,13,15,3
TEMP010507,25,10,2,12,19,2
TEMP010508,15,7,7,12,20,3
TEMP010509,13,14,8,8,22,1
TEMP010510,24,14,3,9,21,1
TEMP010511,18,14,1,5,23,3
TEMP010512,12,11,3,12,21,3
TEMP010513,23,13,5,5,21,1
TEMP010514,15,15,4,12,16,3
TEMP010515,18,7,8,13,19,1
TEMP010516,22,15,3,14,19,2
TEMP010517,19,12,6,7,23,2
TEMP010518,16,13,3,8,20,3
TEMP010519,13,8,6,10,20,4
TEMP010520,26,16,3,12,17,3
TEMP010521,13,13,5,7,22,4
TEMP010522,15,10,5,8,23,1
TEMP010523,19,20,4,15,17,1
TEMP010524,14,14,4,8,22,2
TEMP010525,10,8,6,12,15,6
TEMP010526,18,14,3,9,21,3
TEMP010527,11,11,6,13,22,0
TEMP010528,14,11,6,8,17,6
TEMP010529,12,13,5,10,22,0
TEMP010530,19,14,4,10,18,4
TEMP010531,15,11,7,13,16,5
TEMP010532,17,15,6,17,15,2
TEMP010533,15,13,5,7,23,4
TEMP010534,12,16,7,13,14,3
TEMP010535,20,14,6,11,18,2
TEMP010536,16,11,9,11,18,1
TEMP010537,15,13,5,9,20,5
TEMP010538,23,14,2,10,18,3
TEMP010539,15,7,9,11,14,6
TEMP010540,14,13,3,9,17,6
TEMP010541,14,15,2,12,18,4
TEMP010542,8,10,12,10,16,3
TEMP010543,15,12,5,4,20,5
TEMP010544,27,18,2,10,17,2
TEMP010545,11,21,2,5,18,6
TEMP010546,16,18,4,5,19,4
TEMP010547,16,18,4,17,14,2
TEMP010548,24,20,2,8,18,4
TEMP010549,13,17,2,13,19,5
TEMP010550,7,17,5,9,20,2
TEMP010551,22,11,5,7,18,5
TEMP010552,20,16,4,14,15,4
TEMP010553,15,17,2,7,24,3
TEMP010554,23,16,3,11,19,1
TEMP010555,13,8,7,12,19,2
TEMP010556,18,19,6,8,18,0
TEMP010557,23,15,4,8,23,1
TEMP010558,23,16,2,16,19,0
TEMP010559,16,12,7,10,15,3
TEMP010560,18,12,8,11,15,4
TEMP010561,16,16,5,8,19,3
TEMP010562,24,13,3,7,22,3
TEMP010563,12,15,4,6,20,3
TEMP010564,19,9,6,9,22,3
TEMP010565,20,9,9,14,15,2
TEMP010566,19,12,6,8,24,1
TEMP010567,13,11,5,6,20,3
TEMP010568,11,9,4,8,21,5
TEMP010569,18,18,6,12,17,1
TEMP010570,15,19,4,10,17,4
TEMP010571,7,17,3,8,22,4
TEMP010572,18,11,6,6,20,4
TEMP010573,20,18,3,6,19,4
TEMP010574,20,16,4,9,18,2
TEMP010575,15,14,7,9,18,3
TEMP010576,12,16,7,12,16,3
TEMP010577,24,16,7,10,12,3
TEMP010578,20,15,3,15,15,2
TEMP010579,17,21,2,6,19,4
TEMP010580,17,8,3,14,18,2
TEMP010581,12,18,7,11,16,2
TEMP010582,13,8,9,5,21,4
TEMP010583,16,20,4,10,17,4
TEMP010584,9,15,3,8,20,4
TEMP010585,19,8,6,12,16,3
TEMP010586,24,15,3,3,21,5
TEMP010587,14,9,5,8,22,1
TEMP010588,20,12,3,7,20,3
TEMP010589,18,12,2,9,20,3
TEMP010590,19,15,2,8,21,3
TEMP010591,17,22,1,10,19,3
TEMP010592,10,14,4,8,19,3
TEMP010593,15,24,3,8,18,1
TEMP010594,21,15,1,8,18,4
TEMP010595,15,10,6,13,16,2
TEMP010596,12,9,6,11,20,4
TEMP010597,18,14,3,11,21,2
TEMP010598,21,14,3,7,20,4
TEMP010599,21,12,7,6,19,2
TEMP010600,21,13,6,9,18,2
TEMP010601,17,15,2,11,15,8
TEMP010602,12,17,6,7,18,4
TEMP010603,15,12,5,5,24,2
TEMP010604,17,15,5,16,19,1
TEMP010605,11,13,6,9,20,3
TEMP010606,14,14,4,8,16,6
TEMP010607,11,11,4,3,25,3
TEMP010608,14,14,6,13,18,1
TEMP010609,17,11,7,12,19,2
TEMP010610,17,13,2,10,20,4
TEMP010611,19,27,5,10,12,2
TEMP010612,13,13,6,9,19,1
TEMP010613,22,18,4,14,15,2
TEMP010614,11,19,4,7,19,4
TEMP010615,25,17,1,11,19,1
TEMP010616,17,15,3,11,23,2
TEMP010617,16,12,7,12,20,1
TEMP010618,24,18,4,6,19,1
TEMP010619,15,20,3,8,19,3
TEMP010620,9,13,3,9,22,4
TEMP010621,14,8,5,9,22,4
TEMP010622,20,13,2,9,15,7
TEMP010623,21,13,4,10,22,2
TEMP010624,14,15,5,6,19,5
TEMP010625,21,17,5,9,18,3
TEMP010626,9,17,7,12,14,5
TEMP010627,16,13,5,14,14,4
TEMP010628,21,12,2,10,18,3
TEMP010629,16,10,4,11,17,6
TEMP010630,13,10,7,10,16,4
TEMP010631,14,13,2,7,18,1
TEMP010632,13,11,1,9,12,7
TEMP010633,4,16,5,10,25,0
TEMP010634,14,19,2,14,15,3
TEMP010635,12,14,5,13,16,4
TEMP010636,10,15,2,16,17,2
TEMP010637,22,23,1,9,17,2
TEMP010638,17,14,4,10,21,2
TEMP010639,14,15,4,8,19,4
TEMP010640,20,14,3,7,18,5
TEMP010641,13,18,4,11,19,1
TEMP010642,18,12,9,18,13,2
TEMP010643,9,9,8,6,18,6
TEMP010644,8,13,8,12,18,3
TEMP010645,16,14,4,5,23,2
TEMP010646,16,14,6,12,16,4
TEMP010647,23,17,2,8,21,3
TEMP010648,16,16,3,7,15,6
TEMP010649,13,18,4,7,21,1
TEMP010650,17,14,8,10,16,4
TEMP010651,16,14,7,12,15,5
TEMP010652,10,12,6,11,20,3
TEMP010653,27,14,4,4,23,0
TEMP010654,19,12,5,8,23,3
TEMP010655,17,10,4,9,18,5
TEMP010656,11,20,6,9,21,2
TEMP010657,15,16,3,11,17,3
TEMP010658,18,13,5,10,20,2
TEMP010659,14,13,5,8,18,3
TEMP010660,9,14,3,5,22,3
TEMP010661,10,9,6,13,16,3
TEMP010662,16,15,3,9,19,2
TEMP010663,23,12,3,7,21,3
TEMP010664,22,17,3,11,19,0
TEMP010665,16,15,3,9,18,5
TEMP010666,13,14,3,10,19,3
TEMP010667,15,15,6,11,17,2
TEMP010668,19,12,6,9,21,2
TEMP010669,15,15,4,13,19,2
TEMP010670,20,12,5,12,14,4
TEMP010671,15,16,5,5,21,2
TEMP010672,19,12,4,8,21,3
TEMP010673,24,14,5,6,19,5
TEMP010674,17,15,6,7,17,4
TEMP010675,14,19,3,7,20,4
TEMP010676,16,11,5,8,19,3
TEMP010677,15,9,7,10,22,2
TEMP010678,13,8,4,13,22,2
TEMP010679,14,14,7,10,17,6
TEMP010680,12,14,4,11,19,4
TEMP010681,13,10,6,9,19,2
TEMP010682,17,19,3,10,21,2
TEMP010683,20,13,5,8,20,2
TEMP010684,8,12,6,7,22,5
TEMP010685,15,17,4,11,20,1
TEMP010686,15,7,7,8,24,3
TEMP010687,14,15,6,11,14,7
TEMP010688,9,13,8,5,24,2
TEMP010689,12,17,6,5,19,5
TEMP010690,17,14,4,9,20,3
TEMP010691,15,13,5,4,23,2
TEMP010692,14,14,9,7,16,3
TEMP010693,10,19,2,11,21,2
TEMP010694,16,12,2,6,19,5
TEMP010695,13,14,4,8,18,7
TEMP010696,20,20,4,10,19,4
TEMP010697,15,17,5,10,15,5
TEMP010698,18,11,3,7,18,5
TEMP010699,21,16,5,15,15,2
TEMP010700,11,17,6,12,17,3
TEMP010701,24,22,4,6,15,3
TEMP010702,6,12,8,11,19,4
TEMP010703,20,10,5,12,19,2
TEMP010704,14,15,3,4,25,2
TEMP010705,17,14,6,5,24,3
TEMP010706,18,15,2,9,18,3
TEMP010707,17,10,5,6,26,3
TEMP010708,14,18,6,11,16,1
TEMP010709,12,16,6,12,17,3
TEMP010710,18,9,6,8,18,4
TEMP010711,11,16,4,8,16,7
TEMP010712,15,15,6,9,15,6
TEMP010713,8,13,4,11,24,1
TEMP010714,10,10,4,7,24,1
TEMP010715,16,15,3,14,19,2
TEMP010716,23,17,2,10,20,2
TEMP010717,26,10,2,7,16,6
TEMP010718,16,23,3,12,17,1
TEMP010719,16,17,5,7,15,7
TEMP010720,15,19,9,10,17,1
TEMP010721,10,14,4,10,16,4
TEMP010722,15,16,5,10,19,2
TEMP010723,14,13,5,13,24,1
TEMP010724,13,9,5,8,16,6
TEMP010725,14,16,4,14,15,4
TEMP010726,13,11,6,5,25,2
TEMP010727,18,15,4,9,18,3
TEMP010728,23,14,6,12,19,2
TEMP010729,17,17,4,9,14,5
TEMP010730,21,13,4,11,20,0
TEMP010731,10,14,6,13,18,2
TEMP010732,18,16,5,8,22,4
TEMP010733,15,7,5,11,20,3
TEMP010734,9,10,5,10,19,6
TEMP010735,19,11,5,7,22,3
TEMP010736,15,7,8,8,24,2
TEMP010737,20,13,7,10,23,0
TEMP010738,10,17,4,7,20,3
TEMP010739,7,11,8,7,19,3
TEMP010740,18,13,4,6,25,1
TEMP010741,15,15,4,9,18,3
TEMP010742,14,10,6,13,17,4
TEMP010743,17,10,6,13,16,4
TEMP010744,19,16,6,8,12,6
TEMP010745,15,20,4,11,19,1
TEMP010746,17,10,7,11,18,2
TEMP010747,18,17,3,10,19,4
TEMP010748,13,14,4,8,19,4
TEMP010749,16,19,7,9,18,3
TEMP010750,14,8,6,12,18,2
TEMP010751,18,12,5,11,20,1
TEMP010752,15,18,2,9,18,6
TEMP010753,13,21,4,14,16,2
TEMP010754,22,9,8,3,22,3
TEMP010755,17,6,7,6,23,4
TEMP010756,14,15,5,11,20,1
TEMP010757,17,13,8,9,20,2
TEMP010758,15,16,5,3,23,1
TEMP010759,12,12,3,7,21,4
TEMP010760,23,12,4,8,23,1
TEMP010761,13,8,6,10,17,5
TEMP010762,12,14,4,9,19,4
TEMP010763,13,11,10,7,18,4
TEMP010764,17,10,5,7,20,3
TEMP010765,19,18,4,8,19,1
TEMP010766,15,18,7,8,13,4
TEMP010767,12,10,8,7,21,4
TEMP010768,13,13,5,19,15,4
TEMP010769,8,12,6,14,17,4
TEMP010770,20,13,3,12,18,4
TEMP010771,18,14,4,12,13,6
TEMP010772,22,20,3,8,22,1
TEMP010773,17,13,9,10,18,3
TEMP010774,17,21,1,12,17,4
TEMP010775,14,15,3,15,13,5
TEMP010776,14,14,10,8,16,5
TEMP010777,23,14,3,11,17,2
TEMP010778,23,11,6,9,21,1
TEMP010779,7,13,7,14,16,2
TEMP010780,23,19,7,11,15,1
TEMP010781,14,17,3,8,21,3
TEMP010782,10,10,7,12,19,3
TEMP010783,19,11,4,7,21,2
TEMP010784,16,14,4,8,15,3
TEMP010785,10,15,3,8,15,2
TEMP010786,14,15,8,11,16,3
TEMP010787,17,15,5,9,17,6
TEMP010788,18,15,5,12,17,2
TEMP010789,16,10,4,11,17,4
TEMP010790,18,22,4,9,17,5
TEMP010791,20,13,4,9,18,2
TEMP010792,15,12,4,9,20,5
TEMP010793,15,13,7,11,14,7
TEMP010794,15,9,8,7,20,3
TEMP010795,19,12,7,6,19,3
TEMP010796,17,13,4,4,21,3
TEMP010797,14,7,2,10,21,4
TEMP010798,13,16,8,6,21,1
TEMP010799,22,15,7,7,16,2
TEMP010800,12,15,5,7,16,5
TEMP010801,20,16,6,5,18,3
TEMP010802,16,13,3,10,17,6
TEMP010803,12,14,7,8,19,4
TEMP010804,15,18,4,14,15,5
TEMP010805,20,10,4,13,17,3
TEMP010806,15,13,6,4,21,2
TEMP010807,16,15,6,6,23,1
TEMP010808,30,15,4,7,18,3
TEMP010809,12,15,5,8,18,4
TEMP010810,16,17,6,9,19,3
TEMP010811,10,16,5,9,21,3
TEMP010812,18,16,5,9,21,1
TEMP010813,19,12,5,7,21,3
TEMP010814,14,10,10,11,22,0
TEMP010815,20,10,4,8,23,3
TEMP010816,22,15,5,8,19,3
TEMP010817,14,7,8,7,21,5
TEMP010818,17,14,5,11,15,3
TEMP010819,18,11,7,6,16,5
TEMP010820,22,17,2,10,20,2
TEMP010821,16,17,5,7,18,2
TEMP010822,13,16,5,11,18,5
TEMP010823,13,11,7,7,24,2
TEMP010824,16,12,9,12,13,4
TEMP010825,11,18,3,7,23,3
TEMP010826,23,12,8,7,20,1
TEMP010827,14,13,3,6,20,4
TEMP010828,17,14,4,10,19,4
TEMP010829,15,18,6,15,18,0
TEMP010830,12,18,5,12,18,3
TEMP010831,9,13,3,9,21,3
TEMP010832,15,15,4,11,15,5
TEMP010833,19,14,3,7,17,6
TEMP010834,18,11,4,9,21,3
TEMP010835,17,16,6,13,11,5
TEMP010836,18,19,5,8,18,3
TEMP010837,23,22,3,11,17,3
TEMP010838,18,12,6,8,22,2
TEMP010839,16,8,8,11,14,4
TEMP010840,12,20,4,8,21,3
TEMP010841,14,14,6,5,19,5
TEMP010842,19,11,6,5,20,4
TEMP010843,20,13,8,10,17,2
TEMP010844,22,16,4,5,18,4
TEMP010845,17,19,2,8,21,2
TEMP010846,17,15,3,7,23,2
TEMP010847,22,19,4,10,17,3
TEMP010848,21,13,5,11,22,0
TEMP010849,12,20,5,13,13,5
TEMP010850,21,13,3,8,18,3
TEMP010851,19,16,5,7,18,5
TEMP010852,19,20,3,9,18,2
TEMP010853,11,18,5,6,19,2
TEMP010854,17,18,5,11,16,3
TEMP010855,24,22,2,7,17,6
TEMP010856,20,15,4,8,18,2
TEMP010857,15,10,6,7,17,8
TEMP010858,22,12,3,8,23,1
TEMP010859,24,16,1,10,18,3
TEMP010860,16,9,2,11,21,2
TEMP010861,11,19,5,14,14,5
TEMP010862,26,15,4,7,21,0
TEMP010863,19,13,6,9,18,3
TEMP010864,21,14,5,9,18,4
TEMP010865,13,14,6,6,21,3
TEMP010866,20,9,4,9,13,9
TEMP010867,13,9,5,14,16,6
TEMP010868,14,22,1,8,24,1
TEMP010869,14,10,6,10,18,5
TEMP010870,18,9,2,9,21,4
TEMP010871,12,13,6,13,15,6
TEMP010872,23,10,3,11,19,4
TEMP010873,7,17,5,9,20,2
TEMP010874,31,10,3,7,18,5
TEMP010875,12,11,7,8,22,2
TEMP010876,18,15,3,7,23,3
TEMP010877,22,12,5,10,21,2
TEMP010878,18,19,4,6,19,2
TEMP010879,10,16,3,11,19,4
TEMP010880,10,16,7,9,17,4
TEMP010881,20,15,4,12,14,6
TEMP010882,18,15,7,15,14,3
TEMP010883,20,14,5,4,17,7
TEMP010884,18,17,5,7,19,4
TEMP010885,14,13,5,8,22,2
TEMP010886,20,12,5,6,23,4
TEMP010887,13,10,7,8,18,3
TEMP010888,11,16,3,7,21,2
TEMP010889,26,10,6,8,19,4
TEMP010890,17,12,7,8,18,4
TEMP010891,21,14,6,12,15,4
TEMP010892,12,12,9,8,15,6
TEMP010893,15,11,9,11,17,4
TEMP010894,12,15,8,8,19,2
TEMP010895,19,9,4,14,14,4
TEMP010896,19,15,4,6,17,4
TEMP010897,17,9,4,9,14,4
TEMP010898,36,34,8,24,41,5
TEMP010899,32,29,15,26,39,5
TEMP010900,33,24,13,32,35,7
TEMP010901,43,30,10,16,42,5
TEMP010902,35,31,14,23,45,5
TEMP010903,33,34,11,17,47,7
TEMP010904,46,36,12,28,32,8
TEMP010905,32,39,7,19,44,9
TEMP010906,40,26,12,21,46,3
TEMP010907,40,25,12,27,41,7
TEMP010908,38,33,10,18,41,9
TEMP010909,41,34,9,17,47,4
TEMP010910,38,27,13,19,42,6
TEMP010911,49,31,8,19,39,6
TEMP010912,33,29,11,17,38,14
TEMP010913,47,31,12,18,47,4
TEMP010914,37,30,9,21,43,6
TEMP010915,35,40,10,13,46,2
TEMP010916,26,35,13,19,39,6
TEMP010917,39,34,8,27,42,2
TEMP010918,32,27,14,19,42,5
TEMP010919,42,28,10,20,42,6
TEMP010920,32,29,12,32,34,8
TEMP010921,30,32,8,19,47,5
TEMP010922,34,40,8,14,48,7
TEMP010923,32,29,12,18,38,11
TEMP010924,45,36,8,20,38,6
TEMP010925,37,24,14,21,44,5
TEMP010926,30,28,12,18,46,7
TEMP010927,45,33,8,23,37,7
TEMP010928,43,33,11,21,39,6
TEMP010929,39,34,12,22,38,8
TEMP010930,34,40,8,19,39,9
TEMP010931,48,35,6,19,41,9
TEMP010932,25,28,9,17,44,15
TEMP010933,45,33,9,14,46,8
TEMP010934,41,34,10,19,48,5
TEMP010935,37,26,14,21,45,4
TEMP010936,41,29,11,20,43,5
TEMP010937,36,25,11,24,37,11
TEMP010938,32,38,11,23,41,7
TEMP010939,41,31,9,28,32,8
TEMP010940,37,34,8,19,44,8
TEMP010941,51,29,8,18,39,8
TEMP010942,55,32,7,24,38,5
TEMP010943,38,34,13,20,41,7
TEMP010944,38,25,14,27,37,7
TEMP010945,47,24,6,22,40,8
TEMP010946,44,25,11,23,39,6
TEMP010947,42,31,11,14,41,10
TEMP010948,30,36,8,21,48,6
TEMP010949,35,25,11,12,49,7
TEMP010950,23,45,7,15,48,4
TEMP010951,41,36,8,18,48,3
TEMP010952,48,26,14,23,39,6
TEMP010953,33,38,13,17,45,6
TEMP010954,46,39,10,19,37,10
TEMP010955,35,33,8,18,44,4
TEMP010956,30,34,9,12,51,3
TEMP010957,22,28,13,24,42,11
TEMP010958,28,29,14,14,45,10
TEMP010959,58,42,6,24,36,6
TEMP010960,39,31,10,21,42,7
TEMP010961,38,32,14,22,37,7
TEMP010962,33,31,13,14,46,7
TEMP010963,39,31,6,19,35,14
TEMP010964,43,27,11,19,47,3
TEMP010965,37,38,12,26,34,9
TEMP010966,41,32,9,20,36,11
TEMP010967,35,34,10,20,42,10
TEMP010968,27,38,6,23,45,3
TEMP010969,44,34,6,26,37,7
TEMP010970,47,39,8,17,42,8
TEMP010971,31,35,13,27,38,4
TEMP010972,34,25,13,27,38,11
TEMP010973,47,31,9,20,45,6
TEMP010974,29,31,8,26,38,9
