geo_unit,Adults with children,Adults only
TEMP011280,15.0,21.0
TEMP011281,16.0,19.0
TEMP011282,18.0,14.0
TEMP011283,18.0,13.0
TEMP011284,17.0,16.0
TEMP011285,15.0,21.0
TEMP011286,17.0,16.0
TEMP011287,17.0,16.0
TEMP011288,18.0,14.0
TEMP011289,17.0,16.0
TEMP011290,14.0,22.0
TEMP011291,15.0,21.0
TEMP011292,15.0,20.0
TEMP011293,19.0,12.0
TEMP011294,16.0,19.0
TEMP011295,16.0,19.0
TEMP011296,17.0,16.0
TEMP011297,19.0,12.0
TEMP011298,16.0,18.0
TEMP011299,18.0,14.0
TEMP011300,18.0,14.0
TEMP011301,19.0,12.0
TEMP011302,17.0,15.0
TEMP011303,15.0,20.0
TEMP011304,16.0,18.0
TEMP011305,17.0,16.0
TEMP011306,18.0,13.0
TEMP011307,17.0,17.0
TEMP011308,19.0,11.0
TEMP011309,17.0,15.0
TEMP011310,16.0,18.0
TEMP011311,16.0,18.0
TEMP011312,17.0,16.0
TEMP011313,18.0,13.0
TEMP011314,17.0,16.0
TEMP011315,19.0,11.0
TEMP011316,17.0,17.0
TEMP011317,18.0,13.0
TEMP011318,16.0,18.0
TEMP011319,17.0,16.0
TEMP011320,16.0,18.0
TEMP011321,16.0,18.0
TEMP011322,16.0,18.0
TEMP011323,15.0,20.0
TEMP011324,15.0,21.0
TEMP011325,16.0,19.0
TEMP011326,14.0,22.0
TEMP011327,17.0,17.0
TEMP011328,17.0,16.0
TEMP011329,16.0,18.0
TEMP011330,16.0,19.0
TEMP011331,16.0,19.0
TEMP011332,18.0,13.0
TEMP011333,17.0,17.0
TEMP011334,17.0,15.0
TEMP011335,15.0,20.0
TEMP011336,16.0,19.0
TEMP011337,16.0,18.0
TEMP011338,18.0,13.0
TEMP011339,17.0,15.0
TEMP011340,16.0,18.0
TEMP011341,18.0,14.0
TEMP011342,15.0,21.0
TEMP011343,13.0,25.0
TEMP011344,17.0,17.0
TEMP011345,17.0,15.0
TEMP011346,18.0,14.0
TEMP011347,15.0,11.0
TEMP011348,14.0,23.0
TEMP011349,15.0,20.0
TEMP011350,16.0,19.0
TEMP011351,15.0,21.0
TEMP011352,15.0,20.0
TEMP011353,18.0,14.0
TEMP011354,15.0,21.0
TEMP011355,15.0,20.0
TEMP011356,14.0,22.0
TEMP011357,17.0,16.0
TEMP011358,18.0,14.0
TEMP011359,17.0,17.0
TEMP011360,19.0,12.0
TEMP011361,14.0,23.0
TEMP011362,17.0,16.0
TEMP011363,19.0,11.0
TEMP011364,15.0,20.0
TEMP011365,18.0,14.0
TEMP011366,12.0,19.0
TEMP011367,16.0,18.0
TEMP011368,17.0,16.0
TEMP011369,17.0,16.0
TEMP011370,16.0,18.0
TEMP011371,16.0,19.0
TEMP011372,16.0,19.0
TEMP011373,17.0,16.0
TEMP011374,18.0,13.0
TEMP011375,20.0,23.0
TEMP011376,17.0,15.0
TEMP011377,17.0,16.0
TEMP011378,15.0,20.0
TEMP011379,16.0,19.0
TEMP011380,16.0,19.0
TEMP011381,17.0,16.0
TEMP011382,16.0,18.0
TEMP011383,17.0,16.0
TEMP011384,16.0,18.0
TEMP011385,17.0,16.0
TEMP011386,16.0,19.0
TEMP011387,17.0,17.0
TEMP011388,16.0,18.0
TEMP011389,16.0,18.0
TEMP011390,16.0,18.0
TEMP011391,17.0,15.0
TEMP011392,19.0,11.0
TEMP011393,17.0,15.0
TEMP011394,18.0,13.0
TEMP011395,18.0,13.0
TEMP011396,17.0,16.0
TEMP011397,16.0,18.0
TEMP011398,14.0,23.0
TEMP011399,17.0,16.0
TEMP011400,15.0,21.0
TEMP011401,11.0,11.0
TEMP011402,11.0,12.0
TEMP011403,10.0,13.0
TEMP011404,10.0,13.0
TEMP011405,10.0,14.0
TEMP011406,11.0,11.0
TEMP011407,13.0,6.0
TEMP011408,12.0,10.0
TEMP011409,10.0,13.0
TEMP011410,12.0,10.0
TEMP011411,12.0,9.0
TEMP011412,10.0,14.0
TEMP011413,10.0,13.0
TEMP011414,11.0,12.0
TEMP011415,12.0,9.0
TEMP011416,12.0,9.0
TEMP011417,11.0,11.0
TEMP011418,12.0,10.0
TEMP011419,12.0,10.0
TEMP011420,13.0,7.0
TEMP011421,10.0,15.0
TEMP011422,11.0,11.0
TEMP011423,11.0,11.0
TEMP011424,11.0,11.0
TEMP011425,11.0,11.0
TEMP011426,11.0,11.0
TEMP011427,12.0,9.0
TEMP011428,10.0,14.0
TEMP011429,10.0,14.0
TEMP011430,11.0,11.0
TEMP011431,9.0,17.0
TEMP011432,12.0,10.0
TEMP011433,10.0,14.0
TEMP011434,9.0,16.0
TEMP011435,10.0,13.0
TEMP011436,9.0,16.0
TEMP011437,11.0,12.0
TEMP011438,12.0,10.0
TEMP011439,13.0,7.0
TEMP011440,10.0,14.0
TEMP011441,10.0,14.0
TEMP011442,11.0,12.0
TEMP011443,13.0,7.0
TEMP011444,11.0,11.0
TEMP011445,11.0,12.0
TEMP011446,12.0,10.0
TEMP011447,10.0,14.0
TEMP011448,10.0,13.0
TEMP011449,12.0,9.0
TEMP011450,11.0,12.0
TEMP011451,13.0,6.0
TEMP011452,11.0,11.0
TEMP011453,11.0,12.0
TEMP011454,12.0,10.0
TEMP011455,11.0,11.0
TEMP011456,10.0,14.0
TEMP011457,12.0,10.0
TEMP011458,11.0,11.0
TEMP011459,10.0,13.0
TEMP011460,11.0,12.0
TEMP011461,10.0,14.0
TEMP011462,10.0,14.0
TEMP011463,213.0,203.0
TEMP011464,12.0,9.0
TEMP011465,12.0,10.0
TEMP011466,10.0,14.0
TEMP011467,12.0,9.0
TEMP011468,11.0,12.0
TEMP011469,9.0,17.0
TEMP011470,10.0,13.0
TEMP011471,12.0,9.0
TEMP011472,13.0,7.0
TEMP011473,10.0,14.0
TEMP011474,11.0,12.0
TEMP011475,13.0,8.0
TEMP011476,13.0,8.0
TEMP011477,12.0,9.0
TEMP011478,12.0,9.0
TEMP011479,11.0,11.0
TEMP011480,10.0,14.0
TEMP011481,11.0,12.0
TEMP011482,11.0,12.0
TEMP011483,12.0,10.0
TEMP011484,12.0,9.0
TEMP011485,11.0,12.0
TEMP011486,13.0,7.0
TEMP011487,11.0,11.0
TEMP011488,11.0,11.0
TEMP011489,11.0,12.0
TEMP011490,11.0,11.0
TEMP011491,13.0,7.0
TEMP011492,11.0,12.0
TEMP011493,9.0,16.0
TEMP011494,10.0,14.0
TEMP011495,14.0,5.0
TEMP011496,12.0,9.0
TEMP011497,10.0,14.0
TEMP011498,12.0,10.0
TEMP011499,10.0,14.0
TEMP011500,13.0,7.0
TEMP011501,10.0,15.0
TEMP011502,12.0,10.0
TEMP011503,12.0,9.0
TEMP011504,12.0,10.0
TEMP011505,10.0,14.0
TEMP011506,12.0,9.0
TEMP011507,10.0,14.0
TEMP011508,12.0,9.0
TEMP011509,13.0,8.0
TEMP011510,12.0,10.0
TEMP011511,11.0,11.0
TEMP011512,10.0,14.0
TEMP011513,12.0,10.0
TEMP011514,10.0,14.0
TEMP011515,12.0,9.0
TEMP011516,12.0,10.0
TEMP011517,11.0,11.0
TEMP011518,9.0,16.0
TEMP011519,12.0,9.0
TEMP011520,12.0,9.0
TEMP011521,12.0,9.0
TEMP011522,11.0,11.0
TEMP011523,11.0,11.0
TEMP011524,10.0,14.0
TEMP011525,10.0,15.0
TEMP011526,13.0,7.0
TEMP011527,11.0,12.0
TEMP011528,11.0,12.0
TEMP011529,12.0,9.0
TEMP011530,12.0,10.0
TEMP011531,10.0,14.0
TEMP011532,13.0,7.0
TEMP011533,11.0,11.0
TEMP011534,12.0,10.0
TEMP011535,11.0,11.0
TEMP011536,14.0,5.0
TEMP011537,12.0,9.0
TEMP011538,11.0,11.0
TEMP011539,10.0,14.0
TEMP011540,12.0,9.0
TEMP011541,12.0,10.0
TEMP011542,12.0,9.0
TEMP011543,8.0,18.0
TEMP011544,11.0,11.0
TEMP011545,10.0,13.0
TEMP011546,10.0,14.0
TEMP011547,10.0,13.0
TEMP011548,12.0,10.0
TEMP011549,11.0,11.0
TEMP011550,11.0,11.0
TEMP011551,12.0,10.0
TEMP011552,12.0,10.0
TEMP011553,12.0,9.0
TEMP011554,10.0,14.0
TEMP011555,11.0,12.0
TEMP011556,10.0,14.0
TEMP011557,9.0,16.0
TEMP011558,11.0,12.0
TEMP011559,11.0,12.0
TEMP011560,13.0,7.0
TEMP011561,12.0,9.0
TEMP011562,10.0,14.0
TEMP011563,12.0,10.0
TEMP011564,10.0,14.0
TEMP011565,11.0,11.0
TEMP011566,10.0,15.0
TEMP011567,13.0,8.0
TEMP011568,11.0,11.0
TEMP011569,11.0,12.0
TEMP011570,11.0,12.0
TEMP011571,14.0,5.0
TEMP011572,10.0,14.0
TEMP011573,11.0,11.0
TEMP011574,10.0,15.0
TEMP011575,13.0,7.0
TEMP011576,12.0,9.0
TEMP011577,11.0,12.0
TEMP011578,10.0,14.0
TEMP011579,13.0,7.0
TEMP011580,12.0,10.0
TEMP011581,11.0,11.0
TEMP011582,11.0,11.0
TEMP011583,11.0,11.0
TEMP011584,12.0,10.0
TEMP011585,12.0,9.0
TEMP011586,12.0,9.0
TEMP011587,11.0,12.0
TEMP011588,11.0,12.0
TEMP011589,12.0,10.0
TEMP011590,11.0,12.0
TEMP011591,10.0,13.0
TEMP011592,13.0,7.0
TEMP011593,12.0,10.0
TEMP011594,12.0,10.0
TEMP011595,12.0,10.0
TEMP011596,11.0,11.0
TEMP011597,11.0,12.0
TEMP011598,10.0,13.0
TEMP011599,10.0,13.0
TEMP011600,11.0,12.0
TEMP011601,12.0,9.0
TEMP011602,14.0,5.0
TEMP011603,11.0,11.0
TEMP011604,15.0,3.0
TEMP011605,11.0,11.0
TEMP011606,12.0,10.0
TEMP011607,10.0,14.0
TEMP011608,12.0,9.0
TEMP011609,10.0,14.0
TEMP011610,12.0,9.0
TEMP011611,11.0,12.0
TEMP011612,11.0,12.0
TEMP011613,12.0,10.0
TEMP011614,10.0,13.0
TEMP011615,11.0,11.0
TEMP011616,12.0,10.0
TEMP011617,13.0,8.0
TEMP011618,11.0,12.0
TEMP011619,10.0,14.0
TEMP011620,14.0,4.0
TEMP011621,10.0,14.0
TEMP011622,10.0,14.0
TEMP011623,11.0,11.0
TEMP011624,10.0,14.0
TEMP011625,10.0,13.0
TEMP011626,12.0,9.0
TEMP011627,12.0,9.0
TEMP011628,12.0,9.0
TEMP011629,9.0,16.0
TEMP011630,12.0,10.0
TEMP011631,14.0,5.0
TEMP011632,10.0,13.0
TEMP011633,12.0,10.0
TEMP011634,11.0,11.0
TEMP011635,12.0,9.0
TEMP011636,11.0,11.0
TEMP011637,12.0,10.0
TEMP011638,11.0,12.0
TEMP011639,11.0,12.0
TEMP011640,13.0,8.0
TEMP011641,11.0,11.0
TEMP011642,9.0,16.0
TEMP011643,11.0,11.0
TEMP011644,11.0,11.0
TEMP011645,9.0,16.0
TEMP011646,11.0,12.0
TEMP011647,10.0,15.0
TEMP011648,10.0,13.0
TEMP011649,10.0,13.0
TEMP011650,10.0,13.0
TEMP011651,11.0,12.0
TEMP011652,10.0,14.0
TEMP011653,10.0,13.0
TEMP011654,12.0,10.0
TEMP011655,10.0,13.0
TEMP011656,11.0,12.0
TEMP011657,13.0,7.0
TEMP011658,13.0,7.0
TEMP011659,11.0,11.0
TEMP011660,12.0,10.0
TEMP011661,9.0,16.0
TEMP011662,11.0,12.0
TEMP011663,10.0,14.0
TEMP011664,13.0,8.0
TEMP011665,12.0,10.0
TEMP011666,12.0,10.0
TEMP011667,11.0,11.0
TEMP011668,10.0,15.0
TEMP011669,12.0,10.0
TEMP011670,12.0,10.0
TEMP011671,12.0,9.0
TEMP011672,11.0,11.0
TEMP011673,9.0,16.0
TEMP011674,10.0,13.0
TEMP011675,11.0,12.0
TEMP011676,11.0,12.0
TEMP011677,12.0,9.0
TEMP011678,11.0,11.0
TEMP011679,14.0,4.0
TEMP011680,11.0,11.0
TEMP011681,12.0,10.0
TEMP011682,11.0,12.0
TEMP011683,10.0,13.0
TEMP011684,11.0,12.0
TEMP011685,11.0,12.0
TEMP011686,13.0,8.0
TEMP011687,11.0,12.0
TEMP011688,11.0,12.0
TEMP011689,12.0,9.0
TEMP011690,12.0,10.0
TEMP011691,10.0,13.0
TEMP011692,11.0,11.0
TEMP011693,10.0,13.0
TEMP011694,12.0,9.0
TEMP011695,11.0,11.0
TEMP011696,13.0,7.0
TEMP011697,12.0,10.0
TEMP011698,10.0,13.0
TEMP011699,11.0,11.0
TEMP011700,12.0,9.0
TEMP011701,13.0,7.0
TEMP011702,11.0,11.0
TEMP011703,11.0,11.0
TEMP011704,13.0,6.0
TEMP011705,13.0,7.0
TEMP011706,12.0,9.0
TEMP011707,9.0,16.0
TEMP011708,12.0,10.0
TEMP011709,11.0,11.0
TEMP011710,9.0,17.0
TEMP011711,12.0,10.0
TEMP011712,12.0,10.0
TEMP011713,10.0,14.0
TEMP011714,11.0,12.0
TEMP011715,11.0,12.0
TEMP011716,12.0,10.0
TEMP011717,11.0,12.0
TEMP011718,10.0,13.0
TEMP011719,13.0,7.0
TEMP011720,9.0,16.0
TEMP011721,11.0,12.0
TEMP011722,11.0,11.0
TEMP011723,10.0,14.0
TEMP011724,13.0,8.0
TEMP011725,11.0,12.0
TEMP011726,10.0,14.0
TEMP011727,12.0,10.0
TEMP011728,12.0,9.0
TEMP011729,11.0,12.0
TEMP011730,12.0,9.0
TEMP011731,11.0,12.0
TEMP011732,13.0,7.0
TEMP011733,11.0,11.0
TEMP011734,11.0,12.0
TEMP011735,13.0,7.0
TEMP011736,11.0,12.0
TEMP011737,11.0,11.0
TEMP011738,12.0,9.0
TEMP011739,13.0,8.0
TEMP011740,11.0,12.0
TEMP011741,11.0,12.0
TEMP011742,10.0,14.0
TEMP011743,13.0,7.0
TEMP011744,11.0,12.0
TEMP011745,12.0,10.0
TEMP011746,12.0,10.0
TEMP011747,12.0,9.0
TEMP011748,22.0,23.0
TEMP011749,10.0,13.0
TEMP011750,10.0,14.0
TEMP011751,14.0,5.0
TEMP011752,11.0,12.0
TEMP011753,13.0,8.0
TEMP011754,10.0,14.0
TEMP011755,12.0,9.0
TEMP011756,10.0,15.0
TEMP011757,11.0,12.0
TEMP011758,9.0,16.0
TEMP011759,11.0,12.0
TEMP011760,11.0,11.0
TEMP011761,14.0,4.0
TEMP011762,11.0,11.0
TEMP011763,12.0,9.0
TEMP011764,11.0,11.0
TEMP011765,11.0,11.0
TEMP011766,11.0,12.0
TEMP011767,11.0,11.0
TEMP011768,12.0,9.0
TEMP011769,12.0,10.0
TEMP011770,10.0,15.0
TEMP011771,10.0,15.0
TEMP011772,10.0,14.0
TEMP011773,11.0,12.0
TEMP011774,10.0,14.0
TEMP011775,12.0,9.0
TEMP011776,11.0,11.0
TEMP011777,12.0,9.0
TEMP011778,12.0,10.0
TEMP011779,12.0,10.0
TEMP011780,11.0,11.0
TEMP011781,13.0,7.0
TEMP011782,12.0,9.0
TEMP011783,9.0,16.0
TEMP011784,13.0,7.0
TEMP011785,14.0,5.0
TEMP011786,12.0,9.0
TEMP011787,13.0,8.0
TEMP011788,11.0,12.0
TEMP011789,11.0,12.0
TEMP011790,13.0,8.0
TEMP011791,13.0,7.0
TEMP011792,9.0,16.0
TEMP011793,11.0,12.0
TEMP011794,9.0,16.0
TEMP011795,12.0,10.0
TEMP011796,10.0,14.0
TEMP011797,10.0,15.0
TEMP011798,13.0,8.0
TEMP011799,12.0,10.0
TEMP011800,13.0,7.0
TEMP011801,12.0,10.0
TEMP011802,9.0,16.0
TEMP011803,9.0,16.0
TEMP011804,13.0,6.0
TEMP011805,12.0,9.0
TEMP011806,12.0,9.0
TEMP011807,13.0,7.0
TEMP011808,12.0,9.0
TEMP011809,11.0,11.0
TEMP011810,11.0,11.0
TEMP011811,12.0,9.0
TEMP011812,11.0,12.0
TEMP011813,10.0,14.0
TEMP011814,13.0,6.0
TEMP011815,10.0,14.0
TEMP011816,10.0,14.0
TEMP011817,12.0,9.0
TEMP011818,10.0,14.0
TEMP011819,13.0,8.0
TEMP011820,12.0,9.0
TEMP011821,11.0,12.0
TEMP011822,12.0,10.0
TEMP011823,11.0,11.0
TEMP011824,10.0,13.0
TEMP011825,10.0,15.0
TEMP011826,10.0,14.0
TEMP011827,12.0,10.0
TEMP011828,11.0,11.0
TEMP011829,13.0,7.0
TEMP011830,11.0,11.0
TEMP011831,12.0,9.0
TEMP011832,10.0,14.0
TEMP011833,11.0,12.0
TEMP011834,13.0,6.0
TEMP011835,11.0,11.0
TEMP011836,10.0,13.0
TEMP011837,12.0,10.0
TEMP011838,12.0,9.0
TEMP011839,12.0,10.0
TEMP011840,10.0,13.0
TEMP011841,12.0,9.0
TEMP011842,12.0,9.0
TEMP011843,11.0,11.0
TEMP011844,13.0,8.0
TEMP011845,11.0,12.0
TEMP011846,12.0,9.0
TEMP011847,11.0,12.0
TEMP011848,12.0,9.0
TEMP011849,12.0,10.0
TEMP011850,11.0,11.0
TEMP011851,13.0,7.0
TEMP011852,12.0,9.0
TEMP011853,11.0,11.0
TEMP011854,12.0,10.0
TEMP011855,11.0,12.0
TEMP011856,10.0,14.0
TEMP011857,14.0,5.0
TEMP011858,10.0,14.0
TEMP011859,11.0,12.0
TEMP011860,14.0,5.0
TEMP011861,11.0,12.0
TEMP011862,10.0,15.0
TEMP011863,9.0,17.0
TEMP011864,12.0,9.0
TEMP011865,10.0,14.0
TEMP011866,12.0,9.0
TEMP011867,12.0,10.0
TEMP011868,9.0,16.0
TEMP011869,11.0,12.0
TEMP011870,11.0,12.0
TEMP011871,12.0,10.0
TEMP011872,10.0,14.0
TEMP011873,11.0,12.0
TEMP011874,11.0,12.0
TEMP011875,12.0,9.0
TEMP011876,13.0,6.0
TEMP011877,12.0,10.0
TEMP011878,11.0,12.0
TEMP011879,10.0,15.0
TEMP011880,11.0,11.0
TEMP011881,10.0,14.0
TEMP011882,11.0,11.0
TEMP011883,11.0,11.0
TEMP011884,12.0,10.0
TEMP011885,13.0,6.0
TEMP011886,12.0,9.0
TEMP011887,10.0,14.0
TEMP011888,11.0,11.0
TEMP011889,10.0,14.0
TEMP011890,13.0,7.0
TEMP011891,12.0,10.0
TEMP011892,10.0,14.0
TEMP011893,11.0,11.0
TEMP011894,10.0,14.0
TEMP011895,11.0,11.0
TEMP011896,13.0,7.0
TEMP011897,10.0,14.0
TEMP011898,12.0,10.0
TEMP011899,10.0,14.0
TEMP011900,12.0,9.0
TEMP011901,10.0,14.0
TEMP011902,12.0,9.0
TEMP011903,11.0,11.0
TEMP011904,13.0,6.0
TEMP011905,13.0,8.0
TEMP011906,11.0,12.0
TEMP011907,11.0,12.0
TEMP011908,12.0,9.0
TEMP011909,10.0,14.0
TEMP011910,11.0,12.0
TEMP011911,11.0,12.0
TEMP011912,11.0,12.0
TEMP011913,9.0,16.0
TEMP011914,12.0,10.0
TEMP011915,10.0,15.0
TEMP011916,10.0,14.0
TEMP011917,11.0,12.0
TEMP011918,10.0,13.0
TEMP011919,13.0,8.0
TEMP011920,11.0,11.0
TEMP011921,12.0,10.0
TEMP011922,11.0,12.0
TEMP011923,11.0,11.0
TEMP011924,12.0,9.0
TEMP011925,11.0,12.0
TEMP011926,12.0,9.0
TEMP011927,11.0,12.0
TEMP011928,12.0,9.0
TEMP011929,10.0,13.0
TEMP011930,10.0,14.0
TEMP011931,9.0,16.0
TEMP011932,11.0,11.0
TEMP011933,11.0,12.0
TEMP011934,10.0,13.0
TEMP011935,12.0,10.0
TEMP011936,13.0,8.0
TEMP011937,12.0,10.0
TEMP011938,10.0,14.0
TEMP011939,10.0,15.0
TEMP011940,10.0,13.0
TEMP011941,10.0,14.0
TEMP011942,12.0,9.0
TEMP011943,11.0,12.0
TEMP011944,11.0,11.0
TEMP011945,12.0,10.0
TEMP011946,12.0,10.0
TEMP011947,11.0,11.0
TEMP011948,12.0,9.0
TEMP011949,10.0,14.0
TEMP011950,12.0,9.0
TEMP011951,11.0,12.0
TEMP011952,10.0,14.0
TEMP011953,11.0,11.0
TEMP011954,12.0,10.0
TEMP011955,11.0,12.0
TEMP011956,12.0,10.0
TEMP011957,10.0,14.0
TEMP011958,12.0,9.0
TEMP011959,12.0,9.0
TEMP011960,11.0,12.0
TEMP011961,12.0,9.0
TEMP011962,11.0,12.0
TEMP011963,10.0,14.0
TEMP011964,13.0,7.0
TEMP011965,12.0,10.0
TEMP011966,12.0,9.0
TEMP011967,10.0,13.0
TEMP011968,11.0,11.0
TEMP011969,11.0,11.0
TEMP011970,12.0,10.0
TEMP011971,12.0,9.0
TEMP011972,11.0,11.0
TEMP011973,11.0,12.0
TEMP011974,11.0,12.0
TEMP011975,12.0,9.0
TEMP011976,12.0,9.0
TEMP011977,12.0,10.0
TEMP011978,12.0,10.0
TEMP011979,12.0,10.0
TEMP011980,11.0,11.0
TEMP011981,10.0,14.0
TEMP011982,10.0,14.0
TEMP011983,10.0,13.0
TEMP011984,12.0,10.0
TEMP011985,12.0,10.0
TEMP011986,12.0,9.0
TEMP011987,10.0,15.0
TEMP011988,13.0,8.0
TEMP011989,11.0,11.0
TEMP011990,11.0,12.0
TEMP011991,11.0,12.0
TEMP011992,10.0,14.0
TEMP011993,11.0,12.0
TEMP011994,13.0,8.0
TEMP011995,10.0,13.0
TEMP011996,12.0,10.0
TEMP011997,12.0,9.0
TEMP011998,12.0,10.0
TEMP011999,11.0,12.0
TEMP012000,10.0,13.0
TEMP012001,10.0,15.0
TEMP012002,12.0,10.0
TEMP012003,12.0,10.0
TEMP012004,10.0,14.0
TEMP012005,11.0,12.0
TEMP012006,14.0,4.0
TEMP012007,12.0,10.0
TEMP012008,11.0,11.0
TEMP012009,11.0,11.0
TEMP012010,11.0,12.0
TEMP012011,10.0,14.0
TEMP012012,9.0,16.0
TEMP012013,9.0,16.0
TEMP012014,10.0,13.0
TEMP012015,11.0,11.0
TEMP012016,10.0,14.0
TEMP012017,10.0,13.0
TEMP012018,8.0,18.0
TEMP012019,12.0,10.0
TEMP012020,9.0,16.0
TEMP012021,10.0,14.0
TEMP012022,13.0,7.0
TEMP012023,11.0,11.0
TEMP012024,11.0,12.0
TEMP012025,12.0,9.0
TEMP012026,11.0,12.0
TEMP012027,12.0,9.0
TEMP012028,11.0,12.0
TEMP012029,12.0,9.0
TEMP012030,11.0,12.0
TEMP012031,13.0,7.0
TEMP012032,10.0,15.0
TEMP012033,12.0,10.0
TEMP012034,10.0,14.0
TEMP012035,13.0,7.0
TEMP012036,13.0,8.0
TEMP012037,11.0,12.0
TEMP012038,12.0,9.0
TEMP012039,10.0,14.0
TEMP012040,10.0,14.0
TEMP012041,12.0,10.0
TEMP012042,11.0,12.0
TEMP012043,11.0,11.0
TEMP012044,11.0,12.0
TEMP012045,12.0,9.0
TEMP012046,13.0,7.0
TEMP012047,10.0,14.0
TEMP012048,12.0,9.0
TEMP012049,10.0,14.0
TEMP012050,12.0,9.0
TEMP012051,12.0,9.0
TEMP012052,11.0,11.0
TEMP012053,12.0,9.0
TEMP012054,10.0,14.0
TEMP012055,9.0,16.0
TEMP012056,13.0,7.0
TEMP012057,12.0,9.0
TEMP012058,13.0,7.0
TEMP012059,12.0,9.0
TEMP012060,12.0,9.0
TEMP012061,11.0,11.0
TEMP012062,12.0,9.0
TEMP012063,11.0,11.0
TEMP012064,11.0,12.0
TEMP012065,11.0,11.0
TEMP012066,12.0,9.0
TEMP012067,11.0,12.0
TEMP012068,11.0,11.0
TEMP012069,10.0,14.0
TEMP012070,10.0,14.0
TEMP012071,12.0,10.0
TEMP012072,11.0,11.0
TEMP012073,12.0,10.0
TEMP012074,10.0,14.0
TEMP012075,13.0,7.0
TEMP012076,11.0,11.0
TEMP012077,13.0,6.0
TEMP012078,13.0,7.0
TEMP012079,11.0,11.0
TEMP012080,11.0,12.0
TEMP012081,12.0,9.0
TEMP012082,11.0,12.0
TEMP012083,11.0,11.0
TEMP012084,12.0,10.0
TEMP012085,10.0,15.0
TEMP012086,11.0,11.0
TEMP012087,11.0,12.0
TEMP012088,11.0,11.0
TEMP012089,11.0,11.0
TEMP012090,9.0,16.0
TEMP012091,12.0,9.0
TEMP012092,13.0,8.0
TEMP012093,11.0,12.0
TEMP012094,12.0,9.0
TEMP012095,12.0,9.0
TEMP012096,12.0,9.0
TEMP012097,11.0,12.0
TEMP012098,11.0,12.0
TEMP012099,11.0,11.0
TEMP012100,11.0,12.0
TEMP012101,12.0,10.0
TEMP012102,14.0,5.0
TEMP012103,12.0,10.0
TEMP012104,10.0,14.0
TEMP012105,11.0,12.0
TEMP012106,12.0,10.0
TEMP012107,9.0,9.0
TEMP012108,11.0,12.0
TEMP012109,10.0,14.0
TEMP012110,12.0,9.0
TEMP012111,12.0,9.0
TEMP012112,12.0,10.0
TEMP012113,10.0,14.0
TEMP012114,10.0,14.0
TEMP012115,13.0,7.0
TEMP012116,11.0,12.0
TEMP012117,11.0,11.0
TEMP012118,13.0,6.0
TEMP012119,11.0,11.0
TEMP012120,13.0,8.0
TEMP012121,13.0,8.0
TEMP012122,12.0,10.0
TEMP012123,10.0,14.0
TEMP012124,13.0,7.0
TEMP012125,12.0,9.0
TEMP012126,11.0,12.0
TEMP012127,10.0,15.0
TEMP012128,12.0,10.0
TEMP012129,13.0,8.0
TEMP012130,11.0,12.0
TEMP012131,12.0,9.0
TEMP012132,12.0,10.0
TEMP012133,9.0,16.0
TEMP012134,11.0,12.0
TEMP012135,10.0,14.0
TEMP012136,11.0,12.0
TEMP012137,12.0,9.0
TEMP012138,13.0,8.0
TEMP012139,14.0,5.0
TEMP012140,13.0,6.0
TEMP012141,11.0,12.0
TEMP012142,12.0,10.0
TEMP012143,10.0,14.0
TEMP012144,13.0,8.0
TEMP012145,11.0,11.0
TEMP012146,12.0,10.0
TEMP012147,11.0,11.0
TEMP012148,9.0,16.0
TEMP012149,11.0,11.0
TEMP012150,13.0,7.0
TEMP012151,11.0,11.0
TEMP012152,13.0,7.0
TEMP012153,12.0,9.0
TEMP012154,12.0,10.0
TEMP012155,11.0,12.0
TEMP012156,12.0,9.0
TEMP012157,9.0,17.0
TEMP012158,11.0,12.0
TEMP012159,15.0,3.0
TEMP012160,12.0,10.0
TEMP012161,9.0,16.0
TEMP012162,10.0,15.0
TEMP012163,13.0,6.0
TEMP012164,11.0,11.0
TEMP012165,12.0,10.0
TEMP012166,12.0,9.0
TEMP012167,12.0,9.0
TEMP012168,10.0,15.0
TEMP012169,10.0,14.0
TEMP012170,13.0,7.0
TEMP012171,11.0,11.0
TEMP012172,9.0,16.0
TEMP012173,10.0,14.0
TEMP012174,13.0,7.0
TEMP012175,12.0,10.0
TEMP012176,12.0,9.0
TEMP012177,12.0,9.0
TEMP012178,11.0,12.0
TEMP012179,11.0,12.0
TEMP012180,11.0,12.0
TEMP012181,11.0,12.0
TEMP012182,11.0,11.0
TEMP012183,11.0,12.0
TEMP012184,11.0,11.0
TEMP012185,13.0,7.0
TEMP012186,11.0,12.0
TEMP012187,10.0,14.0
TEMP012188,10.0,14.0
TEMP012189,12.0,10.0
TEMP012190,13.0,7.0
TEMP012191,11.0,11.0
TEMP012192,12.0,9.0
TEMP012193,12.0,9.0
TEMP012194,12.0,10.0
TEMP012195,11.0,11.0
TEMP012196,11.0,12.0
TEMP012197,11.0,12.0
TEMP012198,10.0,15.0
TEMP012199,12.0,9.0
TEMP012200,11.0,12.0
TEMP012201,382.0,375.0
TEMP012202,9.0,17.0
TEMP012203,11.0,11.0
TEMP012204,11.0,11.0
TEMP012205,13.0,8.0
TEMP012206,12.0,10.0
TEMP012207,11.0,12.0
TEMP012208,13.0,6.0
TEMP012209,11.0,11.0
TEMP012210,12.0,10.0
TEMP012211,9.0,16.0
