person_id,person_sex,person_age,residence_type,residence_original_pattern,residence_geo_unit,venue_name,venue_type,Gender,NumberOfBoys,NumberOfGirls,NumberOfPupils,SchoolCapacity,StatutoryHighAge,StatutoryLowAge,is_residence
4121,female,15,household,>=2 >=0 2 0,E00183289,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4122,female,15,household,1 >=0 2 0,E00183289,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4123,female,15,household,>=2 >=0 >=0 >=0,E00183315,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4124,male,15,household,1 >=0 2 0,E00062067,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4125,male,15,household,>=2 >=0 2 0,E00062067,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4126,male,15,household,>=2 >=0 1 0,E00062067,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4127,male,15,household,>=2 >=0 1 0,E00062067,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4128,male,15,household,1 >=0 2 0,E00062068,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4129,male,15,household,>=2 >=0 1 0,E00062070,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4130,male,15,household,>=2 >=0 2 0,E00062070,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4131,male,15,household,>=2 >=0 2 0,E00062309,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4132,male,15,household,>=2 >=0 1 0,E00062309,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4133,male,15,household,1 >=0 2 0,E00062310,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4134,male,15,household,1 >=0 >=0 >=0,E00062310,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4135,male,15,household,>=2 >=0 1 0,E00062313,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4136,male,15,household,>=2 >=0 2 0,E00062314,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4137,male,15,household,>=2 >=0 1 0,E00062314,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4138,male,15,household,>=2 >=0 2 0,E00062315,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4139,male,15,household,1 >=0 2 0,E00062315,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4140,male,15,household,1 >=0 2 0,E00062315,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4141,male,15,household,>=2 >=0 1 0,E00062316,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4142,male,15,household,>=2 >=0 2 0,E00062316,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4143,male,15,household,>=2 >=0 2 0,E00062318,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4144,male,15,household,>=2 >=0 1 0,E00062318,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4145,male,15,household,>=2 >=0 1 0,E00062318,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4146,male,15,household,>=2 >=0 1 0,E00062320,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4147,male,15,household,>=2 >=0 2 0,E00062320,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4148,male,15,household,>=2 >=0 >=0 >=0,E00062320,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4149,male,15,household,>=2 >=0 2 0,E00062321,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4150,male,15,household,1 >=0 2 0,E00062322,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4151,male,15,household,1 >=0 2 0,E00062322,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4152,male,15,household,>=2 >=0 >=0 >=0,E00062323,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4153,male,15,household,>=2 >=0 1 0,E00062323,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4154,male,15,household,>=2 >=0 2 0,E00062324,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4155,male,15,household,>=2 >=0 2 0,E00062324,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4156,male,15,household,>=2 >=0 >=0 >=0,E00062324,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4157,male,15,household,1 >=0 1 0,E00062358,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4158,male,15,household,>=2 >=0 2 0,E00062358,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4159,male,15,household,1 >=0 1 0,E00062358,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4160,male,15,household,1 >=0 1 0,E00062359,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4161,male,15,household,>=2 >=0 2 0,E00062359,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4162,male,15,household,>=2 >=0 1 0,E00062360,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4163,male,15,household,1 >=0 1 0,E00062361,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4164,male,15,household,>=2 >=0 2 0,E00062361,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4165,male,15,household,>=2 >=0 2 0,E00062362,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4166,male,15,household,>=2 >=0 1 0,E00062363,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4167,male,15,household,>=2 >=0 1 0,E00062364,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4168,male,15,household,1 >=0 2 0,E00062364,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4169,male,15,household,1 >=0 2 0,E00062364,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4170,male,15,household,1 >=0 1 0,E00062365,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4171,male,15,household,>=2 >=0 1 0,E00062366,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4172,male,15,household,>=2 >=0 2 0,E00062369,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4173,male,15,household,>=2 >=0 2 0,E00062373,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4174,male,15,household,>=2 >=0 2 0,E00062374,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4175,male,15,household,>=2 >=0 2 0,E00104959,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4176,male,15,household,>=2 >=0 2 0,E00104959,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4177,male,15,household,>=2 >=0 1 0,E00104961,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4178,male,15,household,1 >=0 2 0,E00104962,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4179,male,15,household,>=2 >=0 1 0,E00104962,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4180,male,15,household,>=2 >=0 2 0,E00104962,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4181,male,15,household,>=2 >=0 2 0,E00104962,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4182,male,15,household,1 >=0 >=0 >=0,E00104963,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4183,male,15,household,1 >=0 1 0,E00104963,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4184,male,15,household,1 >=0 1 0,E00104963,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4185,male,15,household,1 >=0 1 0,E00104963,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4186,male,15,household,1 >=0 1 0,E00104963,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4187,male,15,household,>=2 >=0 2 0,E00105048,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4188,male,15,household,>=2 >=0 2 0,E00105048,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4189,male,15,household,>=2 >=0 2 0,E00105048,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4190,male,15,household,>=2 >=0 2 0,E00105048,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4191,male,15,household,1 >=0 2 0,E00105048,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4192,male,15,household,>=2 >=0 2 0,E00105048,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4193,male,15,household,>=2 >=0 2 0,E00105048,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4194,male,15,household,>=2 >=0 2 0,E00105048,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4195,male,15,household,1 >=0 2 0,E00105048,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4196,male,15,household,>=2 >=0 2 0,E00105049,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4197,male,15,household,>=2 >=0 2 0,E00105049,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4198,male,15,household,1 >=0 >=0 >=0,E00105053,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4199,male,15,household,>=2 >=0 2 0,E00105055,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4200,male,15,boarding_school,,E00105055,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4201,male,15,household,>=2 >=0 2 0,E00105055,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4202,male,15,boarding_school,,E00105055,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4203,male,15,household,>=2 >=0 2 0,E00105056,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4204,male,15,household,1 >=0 2 0,E00105058,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4205,male,15,household,>=2 >=0 2 0,E00105058,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4206,male,15,household,>=2 >=0 2 0,E00105059,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4207,male,15,household,>=2 >=0 2 0,E00105059,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4208,male,15,household,1 >=0 2 0,E00105059,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4209,male,15,household,>=2 >=0 2 0,E00105075,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4210,male,15,household,>=2 >=0 2 0,E00105077,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4211,male,15,household,>=2 >=0 >=0 >=0,E00105077,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4212,male,15,household,1 >=0 2 0,E00105079,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4213,male,15,household,>=2 >=0 2 0,E00105080,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4214,male,15,household,>=2 >=0 2 0,E00105080,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4215,male,15,household,1 >=0 2 0,E00105080,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4216,male,15,household,>=2 >=0 2 0,E00105101,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4217,male,15,household,>=2 >=0 2 0,E00105104,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4218,male,15,household,>=2 >=0 2 0,E00105104,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4219,male,15,household,>=2 >=0 2 0,E00105104,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4220,male,15,household,1 >=0 2 0,E00105104,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4221,male,15,household,>=2 >=0 2 0,E00105104,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4222,male,15,household,>=2 >=0 1 0,E00105104,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4223,male,15,household,>=2 >=0 1 0,E00105106,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4224,male,15,household,>=2 >=0 2 0,E00105106,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4225,male,15,household,>=2 >=0 2 0,E00105106,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4226,male,15,household,1 >=0 2 0,E00105108,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4227,male,15,household,>=2 >=0 2 0,E00105108,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4228,male,15,household,1 >=0 2 0,E00105108,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4229,male,15,household,>=2 >=0 2 0,E00105108,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4230,male,15,household,>=2 >=0 2 0,E00105108,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4231,male,15,household,>=2 >=0 2 0,E00105109,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4232,male,15,household,>=2 >=0 2 0,E00105109,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4233,male,15,household,>=2 >=0 2 0,E00105183,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4234,male,15,household,>=2 >=0 2 0,E00105184,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4235,male,15,household,>=2 >=0 2 0,E00105186,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4236,male,15,household,1 >=0 2 0,E00171799,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4237,male,15,household,>=2 >=0 1 0,E00171869,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4238,male,15,household,>=2 >=0 >=0 >=0,E00171953,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4239,male,15,household,>=2 >=0 2 0,E00171953,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4240,male,15,household,>=2 >=0 2 0,E00183224,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4241,male,15,household,>=2 >=0 2 0,E00183224,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4242,male,15,household,>=2 >=0 2 0,E00183236,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4243,male,15,household,>=2 >=0 2 0,E00183236,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4244,male,15,household,>=2 >=0 2 0,E00183245,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4245,male,15,household,>=2 >=0 2 0,E00183254,Durham Trinity School & Sports College,school,Mixed,180.0,72.0,252.0,252.0,19.0,2.0,False
4246,male,15,household,>=2 >=0 2 0,E00183254,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4247,male,15,household,>=2 >=0 2 0,E00183264,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4248,male,15,household,>=2 >=0 1 0,E00183264,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4249,male,15,household,>=2 >=0 2 0,E00183277,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4250,male,15,household,>=2 >=0 2 0,E00183277,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4251,male,15,household,>=2 >=0 2 0,E00183277,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4252,male,15,household,1 >=0 2 0,E00183278,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4253,male,15,household,>=2 >=0 2 0,E00183278,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4254,male,15,household,>=2 >=0 2 0,E00183278,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4255,male,15,household,>=2 >=0 2 0,E00183278,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4256,male,15,household,>=2 >=0 2 0,E00183278,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4257,male,15,household,>=2 >=0 2 0,E00183281,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4258,male,15,household,>=2 >=0 2 0,E00183281,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4259,male,15,household,>=2 >=0 1 0,E00183281,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4260,male,15,household,>=2 >=0 2 0,E00183289,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4261,male,15,household,1 >=0 2 0,E00183289,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4262,male,15,household,>=2 >=0 1 0,E00183289,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4263,male,15,household,>=2 >=0 2 0,E00183289,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4264,male,15,household,>=2 >=0 2 0,E00183295,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4265,male,15,household,>=2 >=0 1 0,E00183308,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4266,female,16,household,>=2 >=0 1 0,E00062059,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4267,female,16,household,1 >=0 2 0,E00062059,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4268,female,16,household,1 >=0 1 0,E00062061,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4269,female,16,household,>=2 >=0 1 0,E00062066,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4270,female,16,household,>=2 >=0 1 0,E00062066,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4271,female,16,household,1 >=0 1 0,E00062067,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4272,female,16,household,>=2 >=0 2 0,E00062067,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4273,female,16,household,1 >=0 1 0,E00062068,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4274,female,16,household,>=2 >=0 1 0,E00062068,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4275,female,16,household,1 >=0 2 0,E00062068,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4276,female,16,household,>=2 >=0 2 0,E00062069,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4277,female,16,household,>=2 >=0 2 0,E00062069,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4278,female,16,household,1 >=0 2 0,E00062069,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4279,female,16,household,>=2 >=0 1 0,E00062070,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4280,female,16,household,>=2 >=0 1 0,E00062070,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4281,female,16,household,1 >=0 2 0,E00062309,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4282,female,16,household,>=2 >=0 2 0,E00062309,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4283,female,16,household,1 >=0 1 0,E00062310,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4284,female,16,household,>=2 >=0 >=0 >=0,E00062310,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4285,female,16,household,>=2 >=0 2 0,E00062311,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4286,female,16,household,>=2 >=0 1 0,E00062312,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4287,female,16,household,>=2 >=0 1 0,E00062312,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4288,female,16,household,>=2 >=0 2 0,E00062313,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4289,female,16,household,>=2 >=0 1 0,E00062313,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4290,female,16,household,1 >=0 2 0,E00062314,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4291,female,16,household,>=2 >=0 2 0,E00062314,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4292,female,16,household,1 >=0 2 0,E00062315,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4293,female,16,household,>=2 >=0 1 0,E00062316,Durham Johnston Comprehensive School,school,Mixed,855.0,833.0,1688.0,1700.0,18.0,11.0,False
4294,female,16,household,1 >=0 1 0,E00062317,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4295,female,16,household,1 >=0 2 0,E00062318,"St Leonard's Catholic School, Durham",school,Mixed,616.0,644.0,1260.0,1265.0,18.0,11.0,False
4296,female,16,household,>=2 >=0 2 0,E00062320,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4297,female,16,household,>=2 >=0 1 0,E00062321,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4298,female,16,household,>=2 >=0 2 0,E00062322,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4299,female,16,household,>=2 >=0 >=0 >=0,E00062323,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4300,female,16,household,>=2 >=0 2 0,E00062324,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4301,female,16,household,>=2 >=0 2 0,E00062324,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4302,female,16,household,>=2 >=0 2 0,E00062324,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
4303,female,16,household,>=2 >=0 2 0,E00062358,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
4304,female,16,household,1 >=0 2 0,E00062360,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
4305,female,16,household,>=2 >=0 2 0,E00062360,Durham Sixth Form Centre,school,Mixed,655.0,1053.0,1708.0,2000.0,19.0,16.0,False
